FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,CLASE DE ARMA,PERMISO,ZONA,CLASE DE SITIO,CÓDIGO DANE,CANTIDAD
01/01/2017,AMAZONAS,LETICIA (CT),Domingo,REVOLVER,CON PERMISO,RURAL,VIAS PUBLICAS,91001000,1
01/01/2017,ANTIOQUIA,ANORÍ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5040000,1
01/01/2017,ANTIOQUIA,FREDONIA,Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,5282000,1
01/01/2017,ANTIOQUIA,SAN VICENTE,Domingo,PISTOLA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,5674000,1
01/01/2017,ANTIOQUIA,SOPETRÁN,Domingo,ESCOPETA,CON PERMISO,RURAL,FINCAS Y SIMILARES,5761000,1
01/01/2017,BOLÍVAR,MONTECRISTO,Domingo,CARABINA,SIN PERMISO,RURAL,ZONA SELVÁTICA,13458000,1
01/01/2017,BOLÍVAR,MONTECRISTO,Domingo,FUSIL / RIFLE,SIN PERMISO,RURAL,ZONA SELVÁTICA,13458000,13
01/01/2017,BOLÍVAR,MONTECRISTO,Domingo,LANZA GRANADAS,SIN PERMISO,RURAL,ZONA SELVÁTICA,13458000,1
01/01/2017,BOLÍVAR,MONTECRISTO,Domingo,PISTOLA,SIN PERMISO,RURAL,ZONA SELVÁTICA,13458000,3
01/01/2017,BOLÍVAR,MONTECRISTO,Domingo,REVOLVER,SIN PERMISO,RURAL,ZONA SELVÁTICA,13458000,2
01/01/2017,BOYACÁ,DUITAMA,Domingo,ESCOPETA DE FISTO,SIN PERMISO,RURAL,FINCAS Y SIMILARES,15238000,1
01/01/2017,CALDAS,MARMATO,Domingo,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,17442000,1
01/01/2017,CASANARE,SAN LUIS DE PALENQUE,Domingo,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,85325000,1
01/01/2017,CAUCA,BUENOS AIRES,Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,19110000,1
01/01/2017,CAUCA,CORINTO,Domingo,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,19212000,1
01/01/2017,CAUCA,CORINTO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19212000,1
01/01/2017,CAUCA,PIENDAMÓ,Domingo,REVOLVER,SIN PERMISO,URBANA,"BARES, CANTINAS Y SIMILARES",19548000,1
01/01/2017,CAUCA,SANTANDER DE QUILICHAO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19698000,1
01/01/2017,CAUCA,SANTANDER DE QUILICHAO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,19698000,1
01/01/2017,CESAR,AGUSTÍN CODAZZI,Domingo,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,20013000,1
01/01/2017,CESAR,RÍO DE ORO,Domingo,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,20614000,1
01/01/2017,CESAR,VALLEDUPAR (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,20001000,1
01/01/2017,CHOCÓ,QUIBDÓ (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,DENTRO DE LA VIVIENDA,27001000,1
01/01/2017,CÓRDOBA,MOMIL,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,23464000,1
01/01/2017,CÓRDOBA,MONTELÍBANO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,23466000,1
01/01/2017,CÓRDOBA,SAHAGÚN,Domingo,ESCOPETA,SIN PERMISO,URBANA,FINCAS Y SIMILARES,23660000,1
01/01/2017,CUNDINAMARCA,FUSAGASUGÁ,Domingo,REVOLVER,SIN PERMISO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,25290000,1
01/01/2017,GUAJIRA,BARRANCAS,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,44078000,1
01/01/2017,GUAJIRA,MAICAO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,44430000,1
01/01/2017,GUAJIRA,MAICAO,Domingo,REVOLVER,CON PERMISO,RURAL,TRAMO DE VIA,44430000,2
01/01/2017,GUAJIRA,MAICAO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,44430000,1
01/01/2017,GUAJIRA,MAICAO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,44430000,1
01/01/2017,GUAJIRA,MAICAO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,44430000,1
01/01/2017,GUAVIARE,MIRAFLORES,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,95200000,1
01/01/2017,HUILA,GUADALUPE,Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,41319000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,CASAS DE HABITACION,11001000,1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,11001000,1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
01/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
01/01/2017,SANTANDER,BUCARAMANGA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,68001000,1
01/01/2017,SANTANDER,FLORIDABLANCA,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,68276000,1
01/01/2017,VALLE,CALI (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,DENTRO DE LA VIVIENDA,76001000,1
01/01/2017,VALLE,CALI (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
01/01/2017,VALLE,CALI (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
01/01/2017,VALLE,CALI (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
01/01/2017,VALLE,CALI (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
01/01/2017,BOLÍVAR,CARTAGENA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,13001000,1
01/01/2017,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,54001000,1
01/01/2017,TOLIMA,IBAGUÉ (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,73001000,1
01/01/2017,CALDAS,MANIZALES (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17001000,1
01/01/2017,CALDAS,MANIZALES (CT),Domingo,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,17001000,1
01/01/2017,CALDAS,MANIZALES (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17001000,1
01/01/2017,CALDAS,VILLAMARÍA,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,17873000,1
01/01/2017,ANTIOQUIA,BELLO,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,5088000,1
01/01/2017,ANTIOQUIA,BELLO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5088000,1
01/01/2017,ANTIOQUIA,LA ESTRELLA,Domingo,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,5380000,1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
01/01/2017,ANTIOQUIA,MEDELLÍN (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
01/01/2017,CÓRDOBA,MONTERÍA (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,23001000,1
01/01/2017,HUILA,AIPE,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,41016000,1
01/01/2017,HUILA,PALERMO,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,41524000,1
01/01/2017,NARIÑO,PASTO (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,52001000,1
01/01/2017,NARIÑO,PASTO (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,52001000,1
01/01/2017,NARIÑO,PASTO (CT),Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,52001000,1
01/01/2017,CAUCA,TIMBÍO,Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,19807000,1
01/01/2017,BOYACÁ,SOTAQUIRÁ,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,15763000,1
01/01/2017,BOYACÁ,TUNJA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,15001000,1
01/01/2017,META,VILLAVICENCIO (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,50001000,1
01/01/2017,META,VILLAVICENCIO (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,50001000,1
01/01/2017,META,VILLAVICENCIO (CT),Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,50001000,1
01/01/2017,META,VILLAVICENCIO (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,50001000,1
01/01/2017,ANTIOQUIA,PUERTO BERRÍO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5579000,2
01/01/2017,ANTIOQUIA,PUERTO BERRÍO,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5579000,1
01/01/2017,META,PUERTO GAITÁN,Domingo,REVOLVER,SIN PERMISO,URBANA,"BARES, CANTINAS Y SIMILARES",50568000,1
01/01/2017,NARIÑO,LA UNIÓN,Domingo,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,52399000,1
01/01/2017,NARIÑO,SANDONÁ,Domingo,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,52683000,1
01/01/2017,PUTUMAYO,PUERTO LEGUÍZAMO,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,86573000,1
01/01/2017,QUINDÍO,ARMENIA (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,63001000,1
01/01/2017,RISARALDA,SANTA ROSA DE CABAL,Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,66682000,1
01/01/2017,SANTANDER,ARATOCA,Domingo,PISTOLA,CON PERMISO,URBANA,INSTALACIONES DE LA POLICIA,68051000,1
01/01/2017,SANTANDER,BARICHARA,Domingo,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,68079000,1
01/01/2017,SANTANDER,EL PEÑÓN,Domingo,ESCOPETA DE FISTO,SIN PERMISO,RURAL,CARRETERA,68250000,1
01/01/2017,SUCRE,SAN PEDRO,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,70717000,1
01/01/2017,SUCRE,SINCELEJO (CT),Domingo,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,70001000,1
01/01/2017,TOLIMA,MURILLO,Domingo,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,73461000,1
01/01/2017,TOLIMA,SUÁREZ,Domingo,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,73770000,1
01/01/2017,VALLE,PALMIRA,Domingo,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,76520000,1
01/01/2017,VICHADA,PUERTO CARREÑO (CT),Domingo,ESCOPETA,SIN PERMISO,URBANA,SOBRE ANDEN - VIA PUBLICA,99001000,1
02/01/2017,ANTIOQUIA,RIONEGRO,Lunes,PISTOLA,CON PERMISO,URBANA,AEROPUERTO,5615000,1
02/01/2017,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,18753000,1
02/01/2017,CASANARE,VILLANUEVA,Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,85440000,1
02/01/2017,CESAR,SAN MARTÍN,Lunes,PISTOLA,CON PERMISO,RURAL,CARRETERA,20770000,1
02/01/2017,CUNDINAMARCA,CAQUEZA,Lunes,REVOLVER,SIN PERMISO,URBANA,FRENTE A ALMACEN - VIA PUBLICA,25151000,1
02/01/2017,CUNDINAMARCA,EL PEÑÓN,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,25258000,1
02/01/2017,CUNDINAMARCA,FUSAGASUGÁ,Lunes,ESCOPETA,SIN PERMISO,URBANA,CASAS DE HABITACION,25290000,3
02/01/2017,CUNDINAMARCA,GIRARDOT,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,25307000,1
02/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
02/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
02/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
02/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
02/01/2017,SANTANDER,GIRÓN,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,68307000,1
02/01/2017,VALLE,CALI (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
02/01/2017,VALLE,CALI (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
02/01/2017,VALLE,CALI (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
02/01/2017,VALLE,JAMUNDÍ,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76364000,1
02/01/2017,VALLE,YUMBO,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76892000,1
02/01/2017,NORTE DE SANTANDER,CÚCUTA (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,BILLARES,54001000,1
02/01/2017,CALDAS,MANIZALES (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,17001000,1
02/01/2017,CALDAS,MANIZALES (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17001000,1
02/01/2017,CALDAS,MANIZALES (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,17001000,1
02/01/2017,CÓRDOBA,MONTERÍA (CT),Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,23001000,1
02/01/2017,HUILA,NEIVA (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,41001000,1
02/01/2017,CAUCA,POPAYÁN (CT),Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19001000,1
02/01/2017,META,PUERTO GAITÁN,Lunes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,50568000,1
02/01/2017,NORTE DE SANTANDER,CONVENCIÓN,Lunes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,54206000,1
02/01/2017,QUINDÍO,QUIMBAYA,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,63594000,1
02/01/2017,SUCRE,SAN LUIS DE SINCÉ,Lunes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,70742000,1
02/01/2017,ANTIOQUIA,TURBO,Lunes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5837000,1
02/01/2017,VALLE,BUENAVENTURA,Lunes,REVOLVER,SIN PERMISO,RURAL,CASAS DE HABITACION,76109000,1
02/01/2017,VALLE,DAGUA,Lunes,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,76233000,1
02/01/2017,VALLE,PRADERA,Lunes,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,76563000,1
02/01/2017,VICHADA,PUERTO CARREÑO (CT),Lunes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,99001000,1
03/01/2017,ANTIOQUIA,LA PINTADA,Martes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,5390000,1
03/01/2017,ARAUCA,TAME,Martes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,81794000,2
03/01/2017,BOLÍVAR,MARÍA LA BAJA,Martes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,13442000,1
03/01/2017,BOYACÁ,DUITAMA,Martes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,15238000,1
03/01/2017,BOYACÁ,DUITAMA,Martes,REVOLVER,CON PERMISO,URBANA,INSTALACIONES DE LA POLICIA,15238000,1
03/01/2017,CALDAS,CHINCHINÁ,Martes,REVOLVER,SIN PERMISO,RURAL,CARRETERA,17174000,1
03/01/2017,CASANARE,YOPAL (CT),Martes,REVOLVER,SIN PERMISO,URBANA,"BARES, CANTINAS Y SIMILARES",85001000,1
03/01/2017,CASANARE,YOPAL (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,85001000,1
03/01/2017,CAUCA,BUENOS AIRES,Martes,REVOLVER,CON PERMISO,RURAL,CARRETERA,19110000,1
03/01/2017,CAUCA,PIENDAMÓ,Martes,REVOLVER,SIN PERMISO,URBANA,FRENTE EMPRESA - VIA PUBLICA,19548000,1
03/01/2017,CESAR,AGUSTÍN CODAZZI,Martes,PISTOLA,CON PERMISO,URBANA,HOSPITALES,20013000,1
03/01/2017,CESAR,LA JAGUA DE IBIRICO,Martes,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,20400000,1
03/01/2017,CESAR,SAN ALBERTO,Martes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,20710000,1
03/01/2017,CESAR,TAMALAMEQUE,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,20787000,1
03/01/2017,CÓRDOBA,LORICA,Martes,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,23417000,1
03/01/2017,CÓRDOBA,SAHAGÚN,Martes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,23660000,1
03/01/2017,CUNDINAMARCA,SIMIJACA,Martes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,25745000,1
03/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
03/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
03/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
03/01/2017,VALLE,CALI (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
03/01/2017,VALLE,JAMUNDÍ,Martes,SUBAMETRALLADORA,SIN PERMISO,URBANA,VIAS PUBLICAS,76364000,1
03/01/2017,CALDAS,MANIZALES (CT),Martes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,17001000,1
03/01/2017,ANTIOQUIA,BELLO,Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,5088000,1
03/01/2017,ANTIOQUIA,MEDELLÍN (CT),Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,5001000,1
03/01/2017,RISARALDA,DOSQUEBRADAS,Martes,PISTOLA,SIN PERMISO,URBANA,PARQUES,66170000,1
03/01/2017,RISARALDA,PEREIRA (CT),Martes,ESCOPETA,SIN PERMISO,RURAL,BOSQUES,66001000,1
03/01/2017,META,ACACÍAS,Martes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,50006000,2
03/01/2017,META,VILLAVICENCIO (CT),Martes,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,50001000,2
03/01/2017,META,VILLAVICENCIO (CT),Martes,REVOLVER,SIN PERMISO,URBANA,LOTE BALDIO,50001000,1
03/01/2017,META,VILLAVICENCIO (CT),Martes,ESCOPETA,CON PERMISO,RURAL,TRAMO DE VIA,50001000,1
03/01/2017,META,SAN MARTÍN,Martes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,50689000,1
03/01/2017,NARIÑO,LA UNIÓN,Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,52399000,1
03/01/2017,PUTUMAYO,MOCOA (CT),Martes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,86001000,1
03/01/2017,SANTANDER,CIMITARRA,Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,68190000,1
03/01/2017,VALLE,FLORIDA,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76275000,1
03/01/2017,VALLE,PALMIRA,Martes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,76520000,1
03/01/2017,VALLE,TULUÁ,Martes,ESCOPETA,SIN PERMISO,RURAL,CASAS DE HABITACION,76834000,1
03/01/2017,VICHADA,PUERTO CARREÑO (CT),Martes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,99001000,1
04/01/2017,ANTIOQUIA,CAÑASGORDAS,Miércoles,REVOLVER,SIN PERMISO,RURAL,INTERIOR VEHICULO SERVICIO PUBLICO,5138000,1
04/01/2017,ARAUCA,CRAVO NORTE,Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,81220000,1
04/01/2017,ARAUCA,CRAVO NORTE,Miércoles,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,81220000,1
04/01/2017,ARAUCA,PUERTO RONDÓN,Miércoles,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,81591000,1
04/01/2017,BOYACÁ,GARAGOA,Miércoles,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,15299000,1
04/01/2017,CAUCA,MIRANDA,Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19455000,1
04/01/2017,CAUCA,SANTANDER DE QUILICHAO,Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,19698000,1
04/01/2017,CHOCÓ,BAHÍA SOLANO,Miércoles,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,27075000,1
04/01/2017,CUNDINAMARCA,CABRERA,Miércoles,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,25120000,1
04/01/2017,CUNDINAMARCA,TIBIRITA,Miércoles,PISTOLA,CON PERMISO,RURAL,CARRETERA,25807000,1
04/01/2017,CUNDINAMARCA,TIBIRITA,Miércoles,PISTOLA,SIN PERMISO,RURAL,CARRETERA,25807000,4
04/01/2017,CUNDINAMARCA,ÚTICA,Miércoles,PISTOLA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,25851000,1
04/01/2017,CUNDINAMARCA,ÚTICA,Miércoles,PISTOLA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,25851000,1
04/01/2017,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE,Miércoles,ESCOPETA DE FISTO,SIN PERMISO,RURAL,FINCAS Y SIMILARES,25843000,1
04/01/2017,CUNDINAMARCA,ZIPAQUIRÁ,Miércoles,ESCOPETA,SIN PERMISO,URBANA,PERIMETRO URBANO,25899000,1
04/01/2017,CUNDINAMARCA,ZIPAQUIRÁ,Miércoles,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,25899000,1
04/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,8001000,1
04/01/2017,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,8001000,1
04/01/2017,ATLÁNTICO,SOLEDAD,Miércoles,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,8758000,1
04/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
04/01/2017,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,11001000,1
04/01/2017,SANTANDER,BUCARAMANGA (CT),Miércoles,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,68001000,1
04/01/2017,VALLE,CALI (CT),Miércoles,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,76001000,1
04/01/2017,VALLE,CALI (CT),Miércoles,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,76001000,1
04/01/2017,NORTE DE SANTANDER,EL ZULIA,Miércoles,REVOLVER,SIN PERMISO,URBANA,TALLERES MECANICA,54261000,1
04/01/2017,CALDAS,MANIZALES (CT),Miércoles,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,17001000,1
