AÑO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2016,3774,Manizales,66332,81.88,81.81,57.1,77.34,75.91,49.56,92.96,71.92,90.13,103.97,87.59,25.856,92.75,2.63,3.07,1.73,3.58,2.46,91.39,96.21,93.61,87.87,92.5,5.98,0.71,4.66,8.55,5.03,3.57,0.75,2.65,5.42,2.34
2017,3774,Manizales,65801,80,79.94,58.23,74.88,75.47,47.51,90.34,72.93,86.29,103.35,82.35,27.652,89.63,2.92,3.37,1.81,4.13,2.49,91.21,96.03,93.77,87.34,92.59,5.88,0.6,4.41,8.53,4.92,5.18,1.24,4.08,7.51,3.54
2012,3774,Manizales,68501,883622136903111,88.26,69.55,85.54,78.77,52.47,99.61,69.55,85.54,78.77,52.47,26.02,61.67,3.78,3.11,2.71,5.16,3.65,95.64,96.89,97.17,93.98,94.94,0.58,0,0.11,0.86,1.4,2.96,0.21,1.87,4.55,3.33
2011,3774,Manizales,69411,90.59,90.43,71.22,86.37,81.86,56.06,100.14,80.37,99.71,108.96,92.8,23.97,0,2.26,2.39,2,2.7,1.84,97.18,97.61,97.88,96.75,96.19,0.56,0,0.12,0.55,1.97,3.77,0.31,2.15,6.43,3.02
2013,3774,Manizales,67931,86.25,86.19,64.48,82.02,75.61,53.91,97.61,82.51,97.18,104.48,91.67,39.13,97.84,2.91,2.56,1.94,4.31,2.42,94.34,97.41,96.3,91.43,94.55,2.75,0.03,1.77,4.27,3.04,3.71,0.42,2.74,5.9,2.57
2015,3774,Manizales,66895,82.95,82.89,60.45,79.29,74.8,50.48,93.62,75.91,92.06,102.03,88.74,25.89,91.24,3.41,3.62,2.45,4.71,2.73,89.83,95.24,92.8,85.04,91.2,6.77,1.14,4.75,10.24,6.07,7.28,2.07,5.42,10.94,5.49
2014,3774,Manizales,67417,84.98,84.92,62.17,81.53,75.04,52.62,96.85,78.04,96.66,102.8,93.93,26.17,82.01,2.48,2.71,1.84,3.25,2.36,96.62,97.26,97.74,95.4,96.12,0.9,0.03,0.43,1.35,1.52,3.91,0.56,2.71,6.43,2.57
2011,3759,Medellín,386466,108.73,108.49,79.78,107.19,94.82,59.69,125.35,95.38,127.28,137.48,111.15,31.55,97.37,3.69,3.48,3.43,4.32,2.95,96.28,96.52,96.57,95.67,96.88,0.03,0,0,0.01,0.17,4.57,0.15,3.26,7.44,2.95
2013,3759,Medellín,377955,106.86,106.63,85.69,104.46,92.72,57.04,122.93,105.2,122.48,133.66,111.44,55.58,100,3.39,2.54,2.69,4.63,2.89,90.51,97.35,92.97,85.62,91.48,6.1,0.11,4.34,9.74,5.62,1.41,0.09,1.01,2.26,1.17
2012,3759,Medellín,380839,108688448399455,108.43,92.25,107.17,92.85,58.18,123.8,92.25,107.17,92.85,58.18,30.95,100,3.37,,2.92,4.62,3.43,92.46,99.82,94.05,88.73,92.88,4.18,0.18,3.03,6.65,3.69,3.67,0.14,2.6,5.85,3.26
2015,3759,Medellín,371407,105.4,105.21,79.86,103.16,91.43,55.81,120.72,95.61,119.82,134.33,108.51,31.2,98.02,3.58,2.3,2.64,5.35,2.63,85.92,97.47,89.52,77.9,89.32,10.5,0.23,7.84,16.75,8.05,1.47,0.13,1.21,2.31,0.72
2016,3759,Medellín,370403,103.38,103.18,73.68,101.71,90.33,55.87,118.91,88.62,118.7,132,108.35,31.851,96.59,3.93,3.03,2.8,5.84,3.06,85.04,96.82,88.67,76.98,88.94,11.02,0.15,8.54,17.17,7.99,3.3,0.05,3.07,4.88,1.29
2017,3759,Medellín,370202,101.33,101.16,73.14,98.59,89.91,54.91,116.3,88.53,114.04,130.23,107.57,33.967,98.33,3.46,3.05,2.71,4.68,2.8,85.31,96.8,88.59,77.81,89.63,11.23,0.15,8.7,17.51,7.57,10.16,1.37,8.96,14.98,4.83
2014,3759,Medellín,374411,105.93,105.73,84.26,104.09,92,56.02,122.86,102.35,121.43,134.88,112.52,32.7,100,1.8,1.5,1.32,2.49,1.77,92.33,98.39,94.79,87.98,92.3,5.86,0.11,3.88,9.53,5.93,1.5,0.08,1.04,2.59,0.77
2011,3796,Meta (ETC),110453,91.94,91.92,62.82,91.32,70.65,34.73,100.89,80.5,117.1,103.24,64.47,23.67,27.53,7.78,6.47,7.78,8.9,4.92,90.4,93.45,90.79,88.51,92.29,1.83,0.08,1.43,2.61,2.79,0.53,0.08,0.45,0.84,0.23
2016,3796,Meta (ETC),114559,90.69,90.65,53.47,88.95,74.49,39.8,103.38,85.21,118.06,103.32,73.2,28.811,44.34,6.18,6.49,4.74,8.52,5.2,87.1,93.27,90.36,80.34,88.78,6.73,0.23,4.9,11.14,6.02,0.91,0.14,0.92,1.26,0.26
2012,3796,Meta (ETC),110797,918653032121808,91.84,70.97,90.61,71.65,36.26,102.25,70.97,90.61,71.65,36.26,27.94,9.27,7.13,7.01,6.18,9.16,5.65,89.73,92.64,91.76,85.53,89.94,3.14,0.35,2.06,5.31,4.42,0.86,0.08,0.83,1.32,0.22
2013,3796,Meta (ETC),111820,91.9,91.88,59.29,92.53,72.38,36.13,103.89,89.49,121.86,101.89,67.47,51.91,17.84,5.46,5.48,4.56,7.21,4.44,94.51,94.52,95.43,92.79,95.31,0.03,0,0.01,0,0.25,0.84,0.13,0.61,1.47,0.52
2015,3796,Meta (ETC),113638,91.69,91.67,58.92,89.62,73.77,37.43,103.19,89.44,116.9,104.65,70.16,29.65,50.62,4.86,4.67,3.72,6.77,4.11,90.59,95.27,93.33,85.2,91.56,4.55,0.06,2.95,8.03,4.33,1.6,0.07,1.38,2.49,0.9
2017,3796,Meta (ETC),115598,90.12,90.09,55.54,88,74.51,38.96,100.69,83.09,111.94,104.02,72.39,30.751,29.49,4.9,4.82,4.02,6.5,3.98,89.56,95.05,91.59,84.84,91.22,5.54,0.13,4.39,8.66,4.8,1.02,0.09,0.82,1.65,0.58
2014,3796,Meta (ETC),112645,92.1,92.07,58.18,90.84,74.19,36.51,104.47,86.04,122.26,103.54,68.1,30.32,17.83,3.49,3.67,3.09,4.26,2.76,96,96.31,96.4,95.04,96.94,0.52,0.01,0.51,0.7,0.3,1.94,0.14,1.69,3.02,1.01
2013,3782,Montería,97971,98.84,98.73,61.02,96.7,81.74,43.79,117.98,112.68,122.86,123.35,97.85,38.57,16.8,2.22,3.42,1.67,2.68,2.29,90.95,93.04,92.81,87.96,90.26,6.83,3.54,5.52,9.36,7.45,3.39,4.15,3.8,3.09,1.85
2017,3782,Montería,98878,98.04,97.88,62.31,95.94,80.5,49.21,114.56,103.94,118.87,114.46,109.25,24.526,10.63,2.99,4.38,2.41,3.63,2.48,86.92,93.67,88.46,82.83,88.26,10.09,1.95,9.12,13.54,9.27,3.75,2.93,3.1,5.22,2.5
2015,3782,Montería,98442,98.85,98.72,59.73,95.34,82.14,46.59,114.48,99.65,121.55,119.38,94.28,24.96,49.8,3.34,5.98,2.44,4.28,2.51,85.72,91.19,88.35,80.59,86.59,10.94,2.83,9.21,15.13,10.9,5.27,4.41,5.46,5.83,3.26
2016,3782,Montería,98666,98.14,98.01,58.62,96.47,80.12,49.7,116,99.89,123.29,114.87,107.99,25.012,57.09,3.39,5.1,2.5,4.36,3.06,85.51,92.26,88.35,80.15,85.45,11.1,2.64,9.15,15.49,11.5,2.65,3.31,2.54,3.09,1.32
2014,3782,Montería,98215,98.97,98.87,60.29,96.19,82.63,43.25,116.49,103.89,122.46,122.39,96.1,25.6,17.97,2.79,3.29,2.13,3.51,3.06,95.55,96.44,96.93,93.87,94.02,1.66,0.28,0.94,2.61,2.92,4.43,4.31,4.35,5.07,2.78
2012,3782,Montería,97569,990078816017383,98.87,72.28,95.1,81.01,44.64,119.85,72.28,95.1,81.01,44.64,25.52,43.48,3.73,4.28,3.03,4.24,4.69,89.08,93.62,91.08,85.8,86.5,7.19,2.1,5.9,9.96,8.81,3.66,1.08,3.83,4.46,2.78
2011,3782,Montería,97320,99.71,99.56,70.23,97.99,77.12,43.94,119.83,97.44,126.6,128.61,97.28,22.37,74.64,4.7,4.66,3.71,6.06,4.96,91.07,94.38,92.99,88.37,88.44,4.23,0.95,3.3,5.57,6.59,2.4,1.23,2.25,2.98,2
2015,10857,Mosquera,18503,127.6,127.2,81.07,126.05,116.29,72.7,137.87,118.32,144.7,146.93,113.48,27.57,90,3.74,4.69,2.41,5.36,3.19,86.89,94.28,90.8,80.23,88.57,9.37,1.03,6.79,14.41,8.24,1.02,0.56,0.6,1.76,0.55
2011,10857,Mosquera,17998,108.63,108.23,74.24,102.81,102.74,58.04,115.37,102.53,117.92,128.86,88.75,21.07,83.33,6.68,5.63,4.84,8.8,6.91,92.96,94.37,94.9,91,91.8,0.36,0,0.26,0.2,1.29,2.52,0.46,1.68,3.59,3.1
2012,10857,Mosquera,18112,112234982332155,112.01,78.14,107.57,105.78,62.75,121.16,78.14,107.57,105.78,62.75,24.55,27.78,3.68,6.77,3.15,3.93,2.58,92.67,93.23,94.18,91.16,91.59,3.65,0,2.67,4.91,5.83,1.35,0,0.51,2.46,1.8
2017,10857,Mosquera,18713,132.5,131.75,92.34,132.85,120.45,69.55,140.17,124.22,149.26,150.9,106.3,36.621,100,2.8,2.64,1.83,4.08,2.58,82.53,95.69,87.51,72.99,85.67,14.66,1.67,10.66,22.93,11.75,0.53,0.09,0.36,0.93,0.21
2013,10857,Mosquera,18217,118.13,117.71,80.26,113.55,108.76,65.34,128.07,119.53,133.23,137.86,100.72,39.68,88.89,4.3,6.29,3.13,5.33,4.21,94.27,93.71,96.48,91.75,94.14,1.43,0,0.38,2.92,1.65,0.43,0.86,0.16,0.68,0.4
2014,10857,Mosquera,18358,119.78,119.44,76.91,117.61,109.08,67.94,129.87,121.09,135.2,139.19,103.3,28.68,100,1.96,2.38,1.32,2.72,1.68,94,97.62,97.82,89.51,91.4,4.04,0,0.85,7.76,6.92,2.33,0.28,1.54,3.85,1.73
2016,10857,Mosquera,18603,131.92,131.33,89.12,133.02,118.61,72.68,141,121.75,150.63,148.72,112.88,29.116,100,4.27,3.9,2.75,6.24,4.16,83.51,95.64,89.37,73.48,85.19,12.22,0.46,7.88,20.28,10.65,0.68,0.46,0.28,1.29,0.47
2014,3798,Nariño (ETC),228215,68.78,68.78,33.83,67.85,49.35,25.11,83.22,61.68,98.75,76.31,69.3,18.25,35.76,2.97,0.4,2.53,4.3,2.74,96.95,99.6,97.44,95.65,96.83,0.08,0,0.04,0.05,0.43,1.95,0.87,1.81,2.61,1.32
2012,3798,Nariño (ETC),232494,703054702486946,70.3,39.54,71.88,44.71,23.43,85.38,39.54,71.88,44.71,23.43,17.65,22.14,1.91,1.23,1.58,2.56,2.36,97.96,98.74,98.3,97.26,97.47,0.13,0.02,0.12,0.18,0.17,1.76,0.54,1.64,2.42,1.43
2016,3798,Nariño (ETC),225008,65.33,65.33,33.81,61.81,50.19,25.36,76.81,61.75,86.49,79.54,55.1,17.614,27.84,1.78,0.81,0.96,2.83,2.74,97.88,99.18,98.79,96.65,96.9,0.34,0.01,0.25,0.52,0.36,2.12,0.66,1.69,3.33,1.2
2015,3798,Nariño (ETC),226572,67.05,67.05,34.24,64.62,49.68,25.11,82.51,62.77,90.18,89.39,59.63,17.7,25.64,0.95,0.62,0.42,1.63,1.55,98.75,99.36,99.43,97.89,97.88,0.29,0.02,0.15,0.48,0.57,1.95,0.55,1.42,3.24,1.3
2011,3798,Nariño (ETC),232943,75.33,75.33,40.95,76.12,45.04,23.47,88.07,68.67,116.04,75.96,51.39,18.23,15.27,14.58,21.43,13.31,15.82,13.65,87.9,82.91,89.55,85.94,87.14,0.22,0.02,0.15,0.12,1.09,1.4,0.39,1.13,2.39,0.93
2017,3798,Nariño (ETC),223685,63.47,63.47,32.98,59.27,50.53,25.49,76.17,60.13,85.41,78.86,56.11,17.047,21.6,1.52,1.18,1.03,2.06,2.15,97.42,98.34,97.86,96.73,97.12,1.06,0.48,1.11,1.21,0.73,2.61,0.9,2.3,3.75,1.46
2013,3798,Nariño (ETC),229836,70.48,70.47,39.98,69.82,48.51,24.09,89.06,70.32,112.55,82.27,53.36,24.79,29.28,3.75,1,4.09,4.22,2.54,96.25,99,95.91,95.77,97.46,0,0,0,0.01,0,1.99,0.81,1.87,2.59,1.61
2011,3791,Neiva ,72992,96.53,96.4,71.86,93.19,81.13,49.39,107.91,97.24,112.83,113.71,90.33,21.36,59.06,4.09,3.86,3.19,5.11,4.37,95.52,96.14,96.77,94.83,92.74,0.39,0,0.04,0.06,2.88,2.91,0.61,1.87,4.78,2.17
2013,3791,Neiva ,70697,98.41,98.26,76.88,94.54,83.48,47.75,110.6,108.2,112.88,118.96,90.38,33.83,0,5.87,4.34,4.01,8.44,5.82,94.06,95.66,95.99,91.56,93.62,0.07,0,0,0,0.56,1.75,0.48,1.12,2.8,1.63
2015,3791,Neiva ,68586,101.25,101.05,75.56,97.86,84.75,50.1,115.93,104.87,120.37,122.57,97.59,24.71,62.05,5.51,4.55,4.28,7.66,4.08,87.15,94.5,90,81.27,90.2,7.33,0.95,5.72,11.07,5.73,2.6,0.23,2.08,4.03,1.51
2016,3791,Neiva ,67734,100.59,100.36,72.55,99.35,82.31,48.69,115.57,104.06,123.15,119.72,94.8,22.999,69.09,6.44,4.86,4.97,9.28,4.33,82.92,93.86,86.26,75.24,86.83,10.64,1.28,8.77,15.48,8.84,3.4,0.84,2.7,5.21,2.09
2012,3791,Neiva ,71609,973397198676144,97.21,74.97,94.96,82.27,47,108,74.97,94.96,82.27,47,25.01,49.12,5.29,4.26,4.39,6.77,4.63,94.41,95.74,95.45,92.77,94.86,0.3,0,0.16,0.46,0.5,2.14,0.49,1.35,3.42,2.03
2017,3791,Neiva ,67003,101.47,101.17,84.86,100,82.06,48.55,113.7,116.27,118.88,117.63,92.5,27.432,8.43,4.76,4.27,3.54,6.95,3.14,84.7,94.57,88.05,76.87,88.75,10.54,1.16,8.41,16.18,8.11,3.97,1.25,3.34,5.84,2.62
2014,3791,Neiva ,69581,98.94,98.78,72.48,94.69,84.8,48.34,111.75,103.57,113.69,121.03,92.93,25.33,8.98,2.61,1.99,2.47,3.07,2.15,97.3,98.01,97.5,96.92,97.3,0.08,0,0.03,0.01,0.56,1.93,0.12,1.6,2.86,1.36
2011,3801,Norte de Santander (ETC),176034,83.21,83.17,65.11,85.96,55.94,30.97,101.77,81.22,120.21,93.97,81.8,22.01,18.64,6,4.37,4.06,9.06,8.49,93.65,95.65,95.57,90.78,90.42,0.48,0.04,0.39,0.4,1.56,0.69,0.05,0.47,1.21,0.75
2017,3801,Norte de Santander (ETC),164359,86.7,86.66,56.45,90.93,68.11,34.33,100.23,86.08,115.21,99.33,72.82,28.802,23.81,3.57,3.06,2.65,5.02,4.04,91.43,96.56,94.42,86.12,89.14,5,0.38,2.93,8.86,6.83,0.54,0.08,0.38,0.97,0.36
2013,3801,Norte de Santander (ETC),172005,81.17,81.15,57.35,85.05,57.59,30.67,97.99,94.73,119.35,90.69,62.35,42.42,5.93,3.16,2.85,2.96,3.83,2.41,95.46,96.9,96.08,94.01,95.37,1.38,0.24,0.96,2.16,2.21,1.07,0.18,0.78,1.8,1.22
2016,3801,Norte de Santander (ETC),166121,84.6,84.58,55.24,89.19,64.79,31.84,98.2,88.61,116.55,94.95,65.42,26.375,25.12,4.52,3.8,3.72,6.27,3.66,90.98,95.95,93.4,85.95,90.43,4.5,0.25,2.88,7.78,5.91,1.05,0.14,0.84,1.62,1.06
2015,3801,Norte de Santander (ETC),168088,79.04,79.02,52.68,84.09,60.01,29.47,91.02,84.11,109.35,85.69,61.19,20.69,14.04,1.57,1.41,1.39,2,1.3,96.17,98.42,97.21,94.06,95.56,2.26,0.17,1.4,3.94,3.14,1.67,0.34,1.12,2.87,1.87
2012,3801,Norte de Santander (ETC),174941,799738197449426,79.95,66.67,85.14,54.13,29.23,93.07,66.67,85.14,54.13,29.23,25.31,11.99,5.09,3.81,5.06,5.94,3.74,92.84,96.05,93.59,90.58,92.92,2.06,0.14,1.36,3.48,3.34,1.22,0.07,0.83,2.13,1.52
2014,3801,Norte de Santander (ETC),170034,82.48,82.45,51.48,86.24,60.6,30.44,95.23,86.43,113.69,90.82,63.98,27.29,10.04,3.33,2.74,3.6,3.35,2.26,95.7,97.11,95.87,94.88,96.27,0.96,0.15,0.52,1.77,1.47,1.31,0.31,0.87,2.29,1.42
2012,3822,Palmira,54508,985910325089895,98.47,79.52,99.62,80.3,45.78,111.04,79.52,99.62,80.3,45.78,25.86,77.59,3.42,3.29,3.15,4.16,2.44,87.53,96.65,89.83,81.57,89.96,9.05,0.06,7.03,14.27,7.6,0.81,0.17,0.97,0.86,0.5
2015,3822,Palmira,52226,97.82,97.73,63.5,95.31,81.76,47.39,113.33,92.13,120.48,120.83,92.93,25.25,90.43,4.13,4.21,3.02,5.88,3.23,86.18,95.07,89.7,78.54,90.21,9.69,0.72,7.29,15.58,6.56,7.56,3.25,7.2,10.17,3.44
2017,3822,Palmira,51594,97.34,97.21,63.7,94.01,85.29,47.58,111.88,89.9,114.58,124.07,92.56,30.347,19.13,3.49,4,2.95,4.36,2.57,87.43,95.75,90.17,81.11,91.88,9.08,0.25,6.88,14.53,5.55,2.59,0.4,2.15,3.94,1.3
2014,3822,Palmira,52883,97.56,97.45,66.67,95.69,82.42,43.73,112.72,95.78,122.15,120.88,84.47,26.25,93.04,2.15,1.66,1.74,2.85,1.91,89.33,98.18,92.09,83.15,91.81,8.52,0.16,6.17,13.99,6.28,1.87,0.38,1.73,2.64,0.93
2011,3822,Palmira,55719,99.87,99.79,82.31,96.9,83.21,48.33,112.6,110.9,120.31,117.98,87.33,23.38,66.38,2.69,1.67,2.57,3.33,1.88,92.11,98.27,93.74,88.71,92.39,5.2,0.06,3.69,7.96,5.73,0.6,0.35,0.7,0.66,0.23
2016,3822,Palmira,51829,97.12,96.99,61.69,94.4,82.45,47.44,113.6,88.35,121.21,120.63,94.5,23.937,98.26,5.24,5.27,4.36,6.96,3.46,86.74,94.44,89.84,80.27,89.72,8.02,0.29,5.79,12.77,6.82,2.52,1.56,2.66,3.11,0.7
2013,3822,Palmira,53722,97.14,97.05,67.82,95.7,81.3,45.04,111.79,95.71,123.58,115.88,85.88,35.72,77.39,3.14,2.64,2.58,4.12,2.75,88.68,97.11,91.82,82.41,89.93,8.18,0.25,5.6,13.47,7.32,1.23,0.16,0.85,2.09,0.79
2014,3799,Pasto,84815,84.45,84.4,58.34,81.75,73.51,45.89,96.37,85.04,97.53,102.75,86.32,27.69,63.33,0.98,0.9,0.7,1.35,0.93,98.67,99.1,99.21,98.01,98.5,0.35,0,0.09,0.64,0.57,2.39,0.48,1.56,4.19,1.12
2013,3799,Pasto,85590,85.03,84.97,61.18,82.54,73.22,44.74,97.55,84.85,102.74,101.27,84.09,49.9,38.67,1.28,0.75,0.73,2.06,1.29,92.41,99.13,95.85,87.85,89.86,6.31,0.12,3.42,10.09,8.85,1.81,0.26,1.31,2.84,1.43
2011,3799,Pasto,86865,87.6,87.53,63.82,85.47,74.21,45.85,98.79,86.32,102.95,103.24,85.91,26.63,20.93,1.86,0.73,1.26,2.64,2.31,94.12,99.08,96.87,90.81,91.27,4.02,0.2,1.86,6.55,6.42,1.69,0.22,0.98,2.91,1.47
2012,3799,Pasto,86355,858421631636848,85.79,63.55,85.77,72.41,44.36,97.2,63.55,85.77,72.41,44.36,26.97,65.12,1.51,1.07,0.8,2.4,1.75,95.92,98.91,97.87,93.44,94.39,2.56,0.02,1.33,4.15,3.85,1.61,0.17,0.84,2.81,1.75
2015,3799,Pasto,83967,82.94,82.88,52.09,80.35,73.47,44.84,94.55,77.55,95.03,102.79,85.08,26.79,78,1.9,0.82,1.09,3.12,1.71,90.42,99.08,94.57,85.14,87.25,7.68,0.11,4.34,11.74,11.04,2.29,0.5,1.7,3.74,1.07
2017,3799,Pasto,82253,81.05,80.92,48.86,77.57,75.54,43.21,91.67,64.53,89.45,105.48,82.12,27.693,94.59,1.24,0.71,0.73,1.92,0.99,92.26,99.11,95.93,87.36,92.89,6.5,0.18,3.34,10.72,6.12,3.69,0.57,2.45,5.67,2.79
2016,3799,Pasto,83107,81.33,81.29,50.12,78.52,74.22,43.13,92.51,75.25,91.6,103.73,80.76,26.501,92.62,1.84,0.81,0.86,3.08,1.89,91.35,99.08,95.18,85.81,91.47,6.8,0.11,3.96,11.1,6.63,3.32,0.45,2.19,5.42,2.25
2017,3806,Pereira,82638,96.08,95.64,61.43,89.69,84.51,51.06,113.73,90.88,107.55,126.21,115.38,27.407,96.61,5.15,6.87,4.24,6.48,3.54,87.29,91.88,89.86,81.99,91.27,7.55,1.25,5.91,11.54,5.19,3.17,1.72,3.09,4.09,1.62
2012,3806,Pereira,87647,102032014786587,101.76,69.85,96.93,84.68,50.99,123.23,69.85,96.93,84.68,50.99,23.52,93.62,8.78,7.83,7.53,10.97,7.53,82.79,90.4,86.43,75.8,85.08,8.43,1.77,6.04,13.23,7.39,1.77,0.19,1.39,2.74,1.32
2011,3806,Pereira,89428,107.18,106.85,75.22,100.44,87.67,52.06,130.25,98.82,126.45,143.22,127.49,25.93,93.09,5.17,3.87,3.84,6.5,6.51,94.29,96,95.98,93.43,90.18,0.54,0.12,0.18,0.07,3.31,1.21,0.09,1.22,1.62,0.57
2013,3806,Pereira,86724,97.85,97.53,62.17,91.2,83.38,49.35,118.18,98.59,117.93,130.16,104.77,26.6,99.44,5.43,6.65,4,7.43,3.87,86.58,91.92,90.54,79.91,88.73,8,1.42,5.46,12.66,7.4,0.55,0.35,0.52,0.69,0.38
2014,3806,Pereira,85450,96.41,96.1,57.18,89.53,85.11,47.06,116.37,88.66,113.24,132.48,105.53,25.41,97.78,4.61,5.38,4.03,5.55,3.4,90.16,93.8,91.63,87.07,92.31,5.23,0.83,4.35,7.38,4.29,0.66,0.33,0.76,0.72,0.31
2016,3806,Pereira,83397,96.09,95.7,60.65,90.01,83.88,52.46,114.38,87.64,108.81,125.89,118.09,24.563,97.71,5.22,6.45,4.09,6.99,3.46,85.93,90.84,88.93,80.23,89.17,8.86,2.72,6.99,12.78,7.37,0.74,0.35,0.48,1.28,0.28
2015,3806,Pereira,84346,96.66,96.32,61.06,89.23,84.62,50.85,116.12,88.51,110.32,131.33,113.41,25.07,98.84,5.32,5.57,3.81,7.57,3.86,86.5,91.7,90.38,79.88,89.62,8.18,2.73,5.81,12.55,6.52,1.38,1.05,1.12,1.94,0.86
2013,4700,Piedecuesta,29410,94.97,94.87,65.44,94.59,82.89,51.13,107.52,104.76,112.33,112.19,88.88,39.33,50.63,3.26,4.62,2.19,4.48,2.6,95.95,95.38,97.43,94.09,96.56,0.79,0,0.38,1.44,0.83,2.29,0.7,1.56,3.95,1.03
2011,4700,Piedecuesta,29413,95.38,95.28,71.64,94.05,81.06,52.16,107.17,101.93,111.04,111.47,92.4,20.06,47.56,3.31,2.27,2.34,4.54,3.66,96.35,96.96,97.64,95.46,94.27,0.34,0.77,0.02,0,2.07,2.49,0.72,1.96,3.8,1.66
2014,4700,Piedecuesta,29443,95.87,95.8,64.42,96.28,84.48,49.9,107.77,97.38,116.1,110.94,87.34,25.64,40.51,1.63,1.82,1.04,2.13,2.14,98.14,98.18,98.79,97.54,97.56,0.23,0,0.16,0.32,0.31,2.26,0.12,1.35,3.88,1.9
2016,4700,Piedecuesta,29632,98.68,98.55,67.88,100.48,86.65,51.74,107.74,95.78,114.14,113.13,87.94,25.935,50.65,2.87,2.81,1.9,4.17,2.5,89.2,97.07,94.27,81.86,88.76,7.93,0.12,3.83,13.97,8.74,1.59,0.54,1.13,2.52,1.04
2017,4700,Piedecuesta,29793,98.73,98.61,70.42,98.25,88.8,52.09,108.47,97.9,111.1,118.01,88.83,32.377,7.59,3.4,4.08,2.4,4.5,3.18,89.52,95.92,93.92,83.48,88.79,7.07,,3.68,12.02,8.02,1.67,0.28,1.04,2.9,0.96
2012,4700,Piedecuesta,29344,931025081788441,93.01,69.28,93.21,79.28,52.03,105.35,69.28,93.21,79.28,52.03,23.45,35.37,4.33,5.06,2.85,6.18,3.69,94.25,94.83,96.16,91.51,95.09,1.42,0.1,0.99,2.31,1.22,1.35,0.15,1.04,2.05,1.24
2015,4700,Piedecuesta,29520,97.81,97.73,65.05,99.7,86.5,50.83,108.25,94.26,115.2,113.19,89.11,26.59,39.24,2.43,3.65,1.57,3.26,2.35,93.64,96.29,96.78,89.64,92.93,3.93,0.06,1.65,7.1,4.72,2.25,0.93,1.34,3.7,1.84
2017,4436,Pitalito,30808,95.11,95.07,63.87,94.2,81.56,40.93,108.62,94.09,111.78,116.95,91.73,30.15,3.8,5.54,4.1,3.41,8.86,5.2,81.89,95.7,88.29,69.94,82.63,12.57,0.19,8.3,21.2,12.18,6.35,0.39,5.15,9.52,5.53
2012,4436,Pitalito,30639,100071803910049,100.05,73.33,105.43,80.94,40.5,112.67,73.33,105.43,80.94,40.5,29.82,66.01,4.76,3.98,3.48,6.86,4.78,88.7,95.93,90.38,84.59,88.2,6.54,0.09,6.14,8.55,7.02,0.71,0,0.74,0.92,0.38
2011,4436,Pitalito,30692,98.65,98.62,80.25,101.26,79.85,41.39,110.14,97.46,122.42,113.97,78.69,24.98,35.95,3.72,3.84,2.75,4.75,5.12,90.7,96.06,93.4,87.03,84.94,5.58,0.09,3.85,8.23,9.94,0.43,0.05,0.49,0.53,0.12
2014,4436,Pitalito,30573,99.03,99.01,63.44,99.93,84.79,42.04,118.34,92.7,125.86,130.69,88.13,29.67,13.46,3.62,3.59,1.98,5.62,4.75,95.89,96.41,98.01,93.35,93.99,0.48,0,0.01,1.03,1.26,2.43,0.05,2.35,3.35,1.26
2013,4436,Pitalito,30596,100.75,100.72,70.64,102.39,83.48,42.75,126.62,100.84,156.7,116.95,85.64,45.24,19.23,3.82,3.78,2.62,5.67,3.57,90.39,96.13,93.06,85.48,89.25,5.79,0.09,4.32,8.86,7.18,0.9,0,0.66,1.55,0.56
2016,4436,Pitalito,30676,96.33,96.3,62.9,97.17,82.21,42.58,109.7,91.85,114.65,118.29,89.48,28.203,93.04,5.32,4.47,3.3,8.32,5.24,83.49,95.38,88.89,73.45,83.69,11.18,0.15,7.81,18.23,11.07,4.57,0.05,3.69,7.06,3.45
2015,4436,Pitalito,30593,98.16,98.14,62.89,98.7,83.61,43.49,117.58,92.59,127.24,126.65,88.38,28.41,89.24,5.46,4.88,3.21,8.9,4.63,84.18,95.02,90.5,73.75,82.5,10.36,0.1,6.3,17.35,12.87,2.45,0,1.88,4.04,1.39
